Frame,Particles,OpenMP_ms,CUDA_ms,Speedup,Density,Stiffness,Viscosity,SupportRadius
100,2048,84.9504,13.5954,6.24847,1000,1000,0.5,0.45
200,2048,101.7,13.562,7.49887,1000,1000,0.5,0.45
